ID,ORDER,StockCode,Name,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
5366,536861,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-12-03 10:44:00,2.55,12427.0,Germany
5367,536861,21328,BALLOONS  WRITING SET,12,2010-12-03 10:44:00,1.65,12427.0,Germany
5368,536861,21329,DINOSAURS  WRITING SET,12,2010-12-03 10:44:00,1.65,12427.0,Germany
5369,536861,POST,POSTAGE,3,2010-12-03 10:44:00,18.0,12427.0,Germany
6602,536967,POST,POSTAGE,1,2010-12-03 12:57:00,18.0,12600.0,Germany
6603,536967,85099B,JUMBO BAG RED RETROSPOT,30,2010-12-03 12:57:00,1.95,12600.0,Germany
6965,536983,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-12-03 14:30:00,1.65,12712.0,Germany
6966,536983,22865,HAND WARMER OWL DESIGN,12,2010-12-03 14:30:00,2.1,12712.0,Germany
6967,536983,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,2010-12-03 14:30:00,8.5,12712.0,Germany
6968,536983,22926,IVORY GIANT GARDEN THERMOMETER,4,2010-12-03 14:30:00,5.95,12712.0,Germany
6969,536983,22914,BLUE COAT RACK PARIS FASHION,3,2010-12-03 14:30:00,4.95,12712.0,Germany
6970,536983,84849D,HOT BATHS SOAP HOLDER,12,2010-12-03 14:30:00,1.69,12712.0,Germany
6971,536983,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2010-12-03 14:30:00,2.95,12712.0,Germany
6972,536983,16016,LARGE CHINESE STYLE SCISSOR,10,2010-12-03 14:30:00,0.85,12712.0,Germany
6973,536983,POST,POSTAGE,1,2010-12-03 14:30:00,18.0,12712.0,Germany
9287,537197,22843,BISCUIT TIN VINTAGE GREEN,2,2010-12-05 14:02:00,6.75,12647.0,Germany
9288,537197,22842,BISCUIT TIN VINTAGE RED,2,2010-12-05 14:02:00,6.75,12647.0,Germany
9289,537197,22961,JAM MAKING SET PRINTED,12,2010-12-05 14:02:00,1.45,12647.0,Germany
9290,537197,22962,JAM JAR WITH PINK LID,12,2010-12-05 14:02:00,0.85,12647.0,Germany
9291,537197,22963,JAM JAR WITH GREEN LID,12,2010-12-05 14:02:00,0.85,12647.0,Germany
9292,537197,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2010-12-05 14:02:00,3.75,12647.0,Germany
9293,537197,22199,FRYING PAN RED RETROSPOT,4,2010-12-05 14:02:00,4.25,12647.0,Germany
9294,537197,22200,FRYING PAN PINK POLKADOT,4,2010-12-05 14:02:00,4.25,12647.0,Germany
9295,537197,22505,MEMO BOARD COTTAGE DESIGN,4,2010-12-05 14:02:00,4.95,12647.0,Germany
9296,537197,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-12-05 14:02:00,4.95,12647.0,Germany
9297,537197,84050,PINK HEART SHAPE EGG FRYING PAN,6,2010-12-05 14:02:00,1.65,12647.0,Germany
9298,537197,85055,FRENCH ENAMEL UTENSIL HOLDER,4,2010-12-05 14:02:00,3.75,12647.0,Germany
9299,537197,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2010-12-05 14:02:00,12.75,12647.0,Germany
9300,537197,POST,POSTAGE,3,2010-12-05 14:02:00,18.0,12647.0,Germany
9301,537197,22624,IVORY KITCHEN SCALES,2,2010-12-05 14:02:00,8.5,12647.0,Germany
9302,537197,22841,ROUND CAKE TIN VINTAGE GREEN,1,2010-12-05 14:02:00,0.0,12647.0,Germany
9303,537197,22847,BREAD BIN DINER STYLE IVORY,1,2010-12-05 14:02:00,16.95,12647.0,Germany
9304,537198,20685,DOORMAT RED RETROSPOT,10,2010-12-05 14:03:00,6.75,12647.0,Germany
9305,537198,POST,POSTAGE,1,2010-12-05 14:03:00,18.0,12647.0,Germany
9373,537201,22781,GUMBALL MAGAZINE RACK,2,2010-12-05 14:19:00,7.65,12472.0,Germany
9374,537201,22865,HAND WARMER OWL DESIGN,24,2010-12-05 14:19:00,2.1,12472.0,Germany
9375,537201,22960,JAM MAKING SET WITH JARS,12,2010-12-05 14:19:00,3.75,12472.0,Germany
9376,537201,22961,JAM MAKING SET PRINTED,12,2010-12-05 14:19:00,1.45,12472.0,Germany
9377,537201,22962,JAM JAR WITH PINK LID,24,2010-12-05 14:19:00,0.85,12472.0,Germany
9378,537201,22963,JAM JAR WITH GREEN LID,24,2010-12-05 14:19:00,0.85,12472.0,Germany
9379,537201,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,18,2010-12-05 14:19:00,2.1,12472.0,Germany
9380,537201,22972,CHILDREN'S SPACEBOY MUG,12,2010-12-05 14:19:00,1.65,12472.0,Germany
9381,537201,22973,CHILDREN'S CIRCUS PARADE MUG,12,2010-12-05 14:19:00,1.65,12472.0,Germany
9382,537201,22975,SPACEBOY CHILDRENS EGG CUP,12,2010-12-05 14:19:00,1.25,12472.0,Germany
9383,537201,22976,CIRCUS PARADE CHILDRENS EGG CUP,12,2010-12-05 14:19:00,1.25,12472.0,Germany
9384,537201,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-05 14:19:00,2.1,12472.0,Germany
9385,537201,22568,FELTCRAFT CUSHION OWL,4,2010-12-05 14:19:00,3.75,12472.0,Germany
9386,537201,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2010-12-05 14:19:00,2.1,12472.0,Germany
9387,537201,22940,FELTCRAFT CHRISTMAS FAIRY,8,2010-12-05 14:19:00,4.25,12472.0,Germany
9388,537201,22898,CHILDRENS APRON APPLES DESIGN,8,2010-12-05 14:19:00,1.95,12472.0,Germany
9389,537201,22837,HOT WATER BOTTLE BABUSHKA,4,2010-12-05 14:19:00,4.65,12472.0,Germany
9390,537201,22968,ROSE COTTAGE KEEPSAKE BOX,2,2010-12-05 14:19:00,9.95,12472.0,Germany
9391,537201,22816,CARD MOTORBIKE SANTA,12,2010-12-05 14:19:00,0.42,12472.0,Germany
9392,537201,22818,CARD CHRISTMAS VILLAGE,24,2010-12-05 14:19:00,0.42,12472.0,Germany
9393,537201,21915,RED  HARMONICA IN BOX,24,2010-12-05 14:19:00,1.25,12472.0,Germany
9394,537201,21914,BLUE HARMONICA IN BOX,24,2010-12-05 14:19:00,1.25,12472.0,Germany
9395,537201,22333,RETROSPOT PARTY BAG + STICKER SET,8,2010-12-05 14:19:00,1.65,12472.0,Germany
9396,537201,20668,DISCO BALL CHRISTMAS DECORATION,24,2010-12-05 14:19:00,0.12,12472.0,Germany
9397,537201,21817,GLITTER CHRISTMAS TREE,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9398,537201,22337,ANGEL DECORATION PAINTED ZINC,24,2010-12-05 14:19:00,0.65,12472.0,Germany
9399,537201,22571,ROCKING HORSE RED CHRISTMAS,24,2010-12-05 14:19:00,0.85,12472.0,Germany
9400,537201,22572,ROCKING HORSE GREEN CHRISTMAS,24,2010-12-05 14:19:00,0.85,12472.0,Germany
9401,537201,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2010-12-05 14:19:00,0.85,12472.0,Germany
9402,537201,22601,CHRISTMAS RETROSPOT ANGEL WOOD,24,2010-12-05 14:19:00,0.85,12472.0,Germany
9403,537201,84341B,SMALL PINK MAGIC CHRISTMAS TREE,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9404,537201,22629,SPACEBOY LUNCH BOX,36,2010-12-05 14:19:00,1.95,12472.0,Germany
9405,537201,22326,ROUND SNACK BOXES SET OF4 WOODLAND,24,2010-12-05 14:19:00,2.95,12472.0,Germany
9406,537201,20719,WOODLAND CHARLOTTE BAG,30,2010-12-05 14:19:00,0.85,12472.0,Germany
9407,537201,22556,PLASTERS IN TIN CIRCUS PARADE,12,2010-12-05 14:19:00,1.65,12472.0,Germany
9410,537201,22321,BIRD DECORATION RED RETROSPOT,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9411,537201,22354,RETROSPOT PADDED SEAT CUSHION,10,2010-12-05 14:19:00,3.75,12472.0,Germany
9412,537201,22077,6 RIBBONS RUSTIC CHARM,24,2010-12-05 14:19:00,1.65,12472.0,Germany
9413,537201,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-12-05 14:19:00,1.25,12472.0,Germany
9414,537201,85049D,BRIGHT BLUES RIBBONS,12,2010-12-05 14:19:00,1.25,12472.0,Germany
9415,537201,85049F,BABY BOOM RIBBONS,12,2010-12-05 14:19:00,1.25,12472.0,Germany
9416,537201,85049G,CHOCOLATE BOX RIBBONS,12,2010-12-05 14:19:00,1.25,12472.0,Germany
9417,537201,22141,CHRISTMAS CRAFT TREE TOP ANGEL,12,2010-12-05 14:19:00,2.1,12472.0,Germany
9418,537201,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,2010-12-05 14:19:00,2.1,12472.0,Germany
9419,537201,22602,CHRISTMAS RETROSPOT HEART WOOD,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9420,537201,22600,CHRISTMAS RETROSPOT STAR WOOD,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9421,537201,22595,CHRISTMAS GINGHAM HEART,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9422,537201,22594,CHRISTMAS GINGHAM TREE,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9423,537201,22593,CHRISTMAS GINGHAM STAR,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9424,537201,22573,STAR WOODEN CHRISTMAS DECORATION,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9425,537201,22574,HEART WOODEN CHRISTMAS DECORATION,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9426,537201,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9427,537201,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,2010-12-05 14:19:00,0.85,12472.0,Germany
9428,537201,20724,RED RETROSPOT CHARLOTTE BAG,20,2010-12-05 14:19:00,0.85,12472.0,Germany
9429,537201,22423,REGENCY CAKESTAND 3 TIER,4,2010-12-05 14:19:00,12.75,12472.0,Germany
9430,537201,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2010-12-05 14:19:00,2.95,12472.0,Germany
9431,537201,22631,CIRCUS PARADE LUNCH BOX,12,2010-12-05 14:19:00,1.95,12472.0,Germany
9432,537201,22080,RIBBON REEL POLKADOTS,10,2010-12-05 14:19:00,1.65,12472.0,Germany
9433,537201,22079,RIBBON REEL HEARTS DESIGN,10,2010-12-05 14:19:00,1.65,12472.0,Germany
9434,537201,22078,RIBBON REEL LACE DESIGN,10,2010-12-05 14:19:00,2.1,12472.0,Germany
9435,537201,22867,HAND WARMER BIRD DESIGN,12,2010-12-05 14:19:00,2.1,12472.0,Germany
9436,537201,22467,GUMBALL COAT RACK,12,2010-12-05 14:19:00,2.55,12472.0,Germany
9437,537201,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,2010-12-05 14:19:00,1.65,12472.0,Germany
9438,537201,22244,3 HOOK HANGER MAGIC GARDEN,12,2010-12-05 14:19:00,1.95,12472.0,Germany
9439,537201,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,2010-12-05 14:19:00,0.85,12472.0,Germany
9440,537201,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2010-12-05 14:19:00,2.95,12472.0,Germany
9441,537201,POST,POSTAGE,6,2010-12-05 14:19:00,18.0,12472.0,Germany
9442,537201,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2010-12-05 14:19:00,8.5,12472.0,Germany
9705,537212,20712,JUMBO BAG WOODLAND ANIMALS,10,2010-12-05 15:21:00,1.95,12720.0,Germany
9706,537212,20719,WOODLAND CHARLOTTE BAG,10,2010-12-05 15:21:00,0.85,12720.0,Germany
9707,537212,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2010-12-05 15:21:00,1.65,12720.0,Germany
9708,537212,21981,PACK OF 12 WOODLAND TISSUES,24,2010-12-05 15:21:00,0.29,12720.0,Germany
9709,537212,22960,JAM MAKING SET WITH JARS,6,2010-12-05 15:21:00,4.25,12720.0,Germany
9710,537212,22961,JAM MAKING SET PRINTED,12,2010-12-05 15:21:00,1.45,12720.0,Germany
9711,537212,22962,JAM JAR WITH PINK LID,12,2010-12-05 15:21:00,0.85,12720.0,Germany
9712,537212,22963,JAM JAR WITH GREEN LID,12,2010-12-05 15:21:00,0.85,12720.0,Germany
9713,537212,21984,PACK OF 12 PINK PAISLEY TISSUES,24,2010-12-05 15:21:00,0.29,12720.0,Germany
9714,537212,21883,STARS GIFT TAPE,12,2010-12-05 15:21:00,0.65,12720.0,Germany
9715,537212,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,2010-12-05 15:21:00,1.65,12720.0,Germany
9716,537212,22197,SMALL POPCORN HOLDER,24,2010-12-05 15:21:00,0.85,12720.0,Germany
9717,537212,22346,PARTY PIZZA DISH GREEN POLKADOT,12,2010-12-05 15:21:00,0.85,12720.0,Germany
9718,537212,22344,PARTY PIZZA DISH PINK POLKADOT,12,2010-12-05 15:21:00,0.85,12720.0,Germany
9719,537212,22345,PARTY PIZZA DISH BLUE POLKADOT,12,2010-12-05 15:21:00,0.85,12720.0,Germany
9720,537212,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-12-05 15:21:00,2.1,12720.0,Germany
9721,537212,22625,RED KITCHEN SCALES,2,2010-12-05 15:21:00,8.5,12720.0,Germany
9722,537212,22624,IVORY KITCHEN SCALES,2,2010-12-05 15:21:00,8.5,12720.0,Germany
9723,537212,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-05 15:21:00,4.95,12720.0,Germany
9724,537212,21481,FAWN BLUE HOT WATER BOTTLE,6,2010-12-05 15:21:00,2.95,12720.0,Germany
9725,537212,84920,PINK FLOWER FABRIC PONY,4,2010-12-05 15:21:00,3.75,12720.0,Germany
9726,537212,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2010-12-05 15:21:00,3.75,12720.0,Germany
9727,537212,20677,PINK POLKADOT BOWL,8,2010-12-05 15:21:00,1.25,12720.0,Germany
9728,537212,21243,PINK  POLKADOT PLATE,8,2010-12-05 15:21:00,1.69,12720.0,Germany
9729,537212,20718,RED RETROSPOT SHOPPER BAG,10,2010-12-05 15:21:00,1.25,12720.0,Germany
9730,537212,22386,JUMBO BAG PINK POLKADOT,10,2010-12-05 15:21:00,1.95,12720.0,Germany
9731,537212,85099B,JUMBO BAG RED RETROSPOT,10,2010-12-05 15:21:00,1.95,12720.0,Germany
9732,537212,21238,RED RETROSPOT CUP,8,2010-12-05 15:21:00,0.85,12720.0,Germany
9733,537212,21239,PINK  POLKADOT CUP,8,2010-12-05 15:21:00,0.85,12720.0,Germany
9734,537212,POST,POSTAGE,4,2010-12-05 15:21:00,18.0,12720.0,Germany
11488,537250,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2010-12-06 10:43:00,4.25,12708.0,Germany
11489,537250,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2010-12-06 10:43:00,4.95,12708.0,Germany
11490,537250,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2010-12-06 10:43:00,2.95,12708.0,Germany
11491,537250,20675,BLUE POLKADOT BOWL,8,2010-12-06 10:43:00,1.25,12708.0,Germany
11492,537250,21240,BLUE POLKADOT CUP,8,2010-12-06 10:43:00,0.85,12708.0,Germany
11493,537250,20676,RED RETROSPOT BOWL,8,2010-12-06 10:43:00,1.25,12708.0,Germany
11494,537250,21238,RED RETROSPOT CUP,8,2010-12-06 10:43:00,0.85,12708.0,Germany
11495,537250,21242,RED RETROSPOT PLATE,8,2010-12-06 10:43:00,1.69,12708.0,Germany
11496,537250,21244,BLUE POLKADOT PLATE,8,2010-12-06 10:43:00,1.69,12708.0,Germany
11497,537250,22467,GUMBALL COAT RACK,6,2010-12-06 10:43:00,2.55,12708.0,Germany
11498,537250,22082,RIBBON REEL STRIPES DESIGN,10,2010-12-06 10:43:00,1.65,12708.0,Germany
11499,537250,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2010-12-06 10:43:00,2.95,12708.0,Germany
11500,537250,21484,CHICK GREY HOT WATER BOTTLE,4,2010-12-06 10:43:00,3.45,12708.0,Germany
11501,537250,POST,POSTAGE,1,2010-12-06 10:43:00,18.0,12708.0,Germany
11813,C537333,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,2010-12-06 12:00:00,8.5,12474.0,Germany
14456,537594,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,4,2010-12-07 12:28:00,12.75,12647.0,Germany
14457,537594,84968A,SET OF 16 VINTAGE ROSE CUTLERY,2,2010-12-07 12:28:00,12.75,12647.0,Germany
14458,537594,22846,BREAD BIN DINER STYLE RED,4,2010-12-07 12:28:00,14.95,12647.0,Germany
14459,537594,22847,BREAD BIN DINER STYLE IVORY,4,2010-12-07 12:28:00,14.95,12647.0,Germany
14460,537594,47559B,TEA TIME OVEN GLOVE,20,2010-12-07 12:28:00,1.25,12647.0,Germany
14461,537594,22244,3 HOOK HANGER MAGIC GARDEN,12,2010-12-07 12:28:00,1.95,12647.0,Germany
14462,537594,22199,FRYING PAN RED RETROSPOT,24,2010-12-07 12:28:00,3.75,12647.0,Germany
14463,537594,22200,FRYING PAN PINK POLKADOT,4,2010-12-07 12:28:00,4.25,12647.0,Germany
14464,537594,21035,SET/2 RED RETROSPOT TEA TOWELS,12,2010-12-07 12:28:00,2.95,12647.0,Germany
14465,537594,22203,MILK PAN RED RETROSPOT,4,2010-12-07 12:28:00,3.75,12647.0,Germany
14466,537594,22202,MILK PAN PINK POLKADOT,4,2010-12-07 12:28:00,3.75,12647.0,Germany
14467,537594,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-12-07 12:28:00,1.65,12647.0,Germany
14468,537594,22624,IVORY KITCHEN SCALES,2,2010-12-07 12:28:00,8.5,12647.0,Germany
14469,537594,21789,KIDS RAIN MAC PINK,24,2010-12-07 12:28:00,0.85,12647.0,Germany
14470,537594,21452,TOADSTOOL MONEY BOX,6,2010-12-07 12:28:00,2.95,12647.0,Germany
14471,537594,21949,SET OF 6 STRAWBERRY CHOPSTICKS,12,2010-12-07 12:28:00,1.25,12647.0,Germany
14472,537594,POST,POSTAGE,5,2010-12-07 12:28:00,18.0,12647.0,Germany
17040,537673,21429,RED GINGHAM ROSE JEWELLERY BOX,10,2010-12-08 09:49:00,1.65,12709.0,Germany
17041,537673,22467,GUMBALL COAT RACK,36,2010-12-08 09:49:00,2.1,12709.0,Germany
17042,537673,22625,RED KITCHEN SCALES,24,2010-12-08 09:49:00,7.65,12709.0,Germany
17043,537673,22627,MINT KITCHEN SCALES,6,2010-12-08 09:49:00,8.5,12709.0,Germany
17044,537673,85049E,SCANDINAVIAN REDS RIBBONS,24,2010-12-08 09:49:00,1.25,12709.0,Germany
17045,537673,20979,36 PENCILS TUBE RED RETROSPOT,32,2010-12-08 09:49:00,1.25,12709.0,Germany
17046,537673,POST,POSTAGE,7,2010-12-08 09:49:00,18.0,12709.0,Germany
18255,C537814,20703,BLUE PADDED SOFT MOBILE,-3,2010-12-08 13:43:00,4.25,12712.0,Germany
19792,537892,POST,POSTAGE,1,2010-12-09 10:13:00,18.0,12481.0,Germany
19793,537892,22468,BABUSHKA LIGHTS STRING OF 10,2,2010-12-09 10:13:00,6.75,12481.0,Germany
19794,537892,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2010-12-09 10:13:00,8.5,12481.0,Germany
19795,537892,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2010-12-09 10:13:00,0.42,12481.0,Germany
19796,537892,21791,VINTAGE HEADS AND TAILS CARD GAME,12,2010-12-09 10:13:00,1.25,12481.0,Germany
19797,537892,22620,4 TRADITIONAL SPINNING TOPS,12,2010-12-09 10:13:00,1.25,12481.0,Germany
19798,537892,22556,PLASTERS IN TIN CIRCUS PARADE,12,2010-12-09 10:13:00,1.65,12481.0,Germany
19799,537892,21156,RETROSPOT CHILDRENS APRON,8,2010-12-09 10:13:00,1.95,12481.0,Germany
19800,537892,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2010-12-09 10:13:00,2.95,12481.0,Germany
19801,537892,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2010-12-09 10:13:00,2.95,12481.0,Germany
19805,537894,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-12-09 10:16:00,4.95,12621.0,Germany
19806,537894,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2010-12-09 10:16:00,2.1,12621.0,Germany
19807,537894,22972,CHILDREN'S SPACEBOY MUG,12,2010-12-09 10:16:00,1.65,12621.0,Germany
19808,537894,22551,PLASTERS IN TIN SPACEBOY,24,2010-12-09 10:16:00,1.65,12621.0,Germany
19809,537894,21680,WOODLAND  STICKERS,36,2010-12-09 10:16:00,0.85,12621.0,Germany
19810,537894,22331,WOODLAND PARTY BAG + STICKER SET,24,2010-12-09 10:16:00,1.65,12621.0,Germany
19811,537894,22326,ROUND SNACK BOXES SET OF4 WOODLAND,30,2010-12-09 10:16:00,2.95,12621.0,Germany
19812,537894,22730,ALARM CLOCK BAKELIKE IVORY,12,2010-12-09 10:16:00,3.75,12621.0,Germany
19813,537894,22727,ALARM CLOCK BAKELIKE RED,12,2010-12-09 10:16:00,3.75,12621.0,Germany
19814,537894,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,2010-12-09 10:16:00,3.75,12621.0,Germany
19815,537894,22891,TEA FOR ONE POLKADOT,6,2010-12-09 10:16:00,4.25,12621.0,Germany
19816,537894,17003,BROCADE RING PURSE,36,2010-12-09 10:16:00,0.21,12621.0,Germany
19817,537894,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-12-09 10:16:00,1.25,12621.0,Germany
19818,537894,POST,POSTAGE,2,2010-12-09 10:16:00,18.0,12621.0,Germany
19983,537995,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-12-09 11:39:00,2.95,12712.0,Germany
19984,537995,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,8,2010-12-09 11:39:00,8.5,12712.0,Germany
19985,537995,20973,12 PENCIL SMALL TUBE WOODLAND,24,2010-12-09 11:39:00,0.65,12712.0,Germany
